age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
26,Private,122142763,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-147613759,-37374726,41,Nicaragua
25,Private,819844526,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-308007946,-473938666,37,Nicaragua
28,Private,442716775,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-955824694,-790031177,38,Nicaragua
25,Private,324070490,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-531594196,-51353046,36,Nicaragua
27,Private,915777808,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-193805324,-829658546,41,Nicaragua
28,Private,326166123,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-469156206,-506327167,38,Nicaragua
28,Private,956505368,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-619265887,-194706715,38,Nicaragua
28,Private,584834898,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-529828158,-871947194,40,Nicaragua
26,Private,217013658,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-806790789,-18120887,36,Nicaragua
28,Private,866171102,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-968946945,-410667930,40,Nicaragua
26,Private,666780266,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-591328742,-560307731,39,Nicaragua
28,Private,633221797,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-620951267,-73229187,41,Nicaragua
28,Private,730554244,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-608506219,-227057112,38,Nicaragua
26,Private,451155161,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-30691755,-432064899,38,Nicaragua
26,Private,291356568,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-341243559,-445600126,38,Nicaragua
26,Private,970241610,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-654267604,-929479528,38,Nicaragua
27,Private,305821849,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-833936604,-499350951,41,Nicaragua
28,Private,389217635,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-136737411,-785460699,41,Nicaragua
27,Private,758221170,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-467565249,-742577243,39,Nicaragua
28,Private,970664857,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-72490872,-818532658,40,Nicaragua
25,Private,669013188,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-7659696,-947423930,40,Nicaragua
